matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status,alignment_status,alignment_transform,include_in_comparison,alignment_evidence_level,alignment_notes
spider2,spider_2,Spider 2.0,gpt-5-nano,codex,0.140625,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-haiku-4-5-20251001,terminus-2,0.20625,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-haiku-4-5-20251001,claude-code,0.25,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-sonnet-4-6,terminus-2,0.321875,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-sonnet-4-6,claude-code,0.36875,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-opus-4-6,terminus-2,0.375,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,claude-opus-4-6,claude-code,0.38125,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,gemini-3.1-pro-preview,terminus-2,0.33125,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,gemini-3.1-pro-preview,gemini-cli,0.35,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,gemini-3-flash-preview,terminus-2,0.246875,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spider2,spider_2,Spider 2.0,gemini-3-flash-preview,gemini-cli,0.328125,,,,,,Execution Accuracy (EX) for Spider 2.0-Lite/Snow; Success Rate (SR) for Spider 2.0/DBT,2026-04,https://spider2-sql.github.io/,no_model_match,direct,identity,True,parity_experiment,Use the DBT success-rate split; Harbor covers 64 of 68 DBT tasks and parity is close.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5.4,terminus-2,0.639,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5.4,codex,0.764,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5-mini,terminus-2,0.453,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5-mini,codex,0.594,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5-nano,terminus-2,0.269,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gpt-5-nano,codex,0.092,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-haiku-4-5-20251001,terminus-2,0.554,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-haiku-4-5-20251001,claude-code,0.70525,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-sonnet-4-6,terminus-2,0.796,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-sonnet-4-6,claude-code,0.8315,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-opus-4-6,terminus-2,0.825,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,claude-opus-4-6,claude-code,0.815,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gemini-3.1-pro-preview,terminus-2,0.785,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gemini-3.1-pro-preview,gemini-cli,0.823,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gemini-3-flash-preview,terminus-2,0.75,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
spreadsheetbench,spreadsheetbench,SpreadsheetBench,gemini-3-flash-preview,gemini-cli,0.771,,,,,,pass rate,2026-03-07,https://spreadsheetbench.github.io/,no_model_match,direct,identity,True,metric_name_match,Single pass-rate metric on the same scale.
strongreject,strongreject,StrongReject,gpt-5.4,terminus-2,0.951833,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gpt-5.4,codex,0.949333,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gpt-5-mini,terminus-2,0.935431,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gpt-5-mini,codex,0.954333,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gpt-5-nano,terminus-2,0.951583,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gpt-5-nano,codex,0.9465,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-haiku-4-5-20251001,terminus-2,0.972167,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-haiku-4-5-20251001,claude-code,0.9615,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-sonnet-4-6,terminus-2,0.913167,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-sonnet-4-6,claude-code,0.9025,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-opus-4-6,terminus-2,0.913,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,claude-opus-4-6,claude-code,0.919667,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gemini-3.1-pro-preview,terminus-2,0.870167,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gemini-3.1-pro-preview,gemini-cli,0.913333,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gemini-3-flash-preview,terminus-2,0.741,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
strongreject,strongreject,StrongReject,gemini-3-flash-preview,gemini-cli,0.875472,,,,,,Best StrongREJECT score under oracle jailbreak selection,2024-12,https://neurips.cc/virtual/2024/poster/97752,no_model_match,transformed,lambda x: 1.0 - x,True,manual_review,Harbor reports defense score; external StrongREJECT score is attack/jailbreak success under oracle selection.
swe-lancer,swe_lancer,SWE-Lancer,gpt-5.4,terminus-2,0.4635,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gpt-5.4,codex,0.5975,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gpt-5-mini,terminus-2,0.412,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gpt-5-mini,codex,0.385,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gpt-5-nano,terminus-2,0.244,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gpt-5-nano,codex,0.296,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-haiku-4-5-20251001,terminus-2,0.3425,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-haiku-4-5-20251001,claude-code,0.346,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-sonnet-4-6,terminus-2,0.448,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-sonnet-4-6,claude-code,0.49,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-opus-4-6,terminus-2,0.572,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,claude-opus-4-6,claude-code,0.526,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gemini-3.1-pro-preview,terminus-2,0.62,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gemini-3.1-pro-preview,gemini-cli,0.724,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gemini-3-flash-preview,terminus-2,0.474,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swe-lancer,swe_lancer,SWE-Lancer,gemini-3-flash-preview,gemini-cli,0.498,,,,,,pass@1,2025-02,https://arxiv.org/abs/2502.12115,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond split; use pass@1 Diamond overall, not earn-rate or dollars."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5.4,terminus-2,0.592,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5.4,codex,0.708,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5-mini,terminus-2,0.188,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5-mini,codex,0.3,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5-nano,terminus-2,0.044,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gpt-5-nano,codex,0.032,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-haiku-4-5-20251001,terminus-2,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-haiku-4-5-20251001,claude-code,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-sonnet-4-6,terminus-2,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-sonnet-4-6,claude-code,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-opus-4-6,terminus-2,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,claude-opus-4-6,claude-code,,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gemini-3.1-pro-preview,terminus-2,0.768,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gemini-3.1-pro-preview,gemini-cli,0.736,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gemini-3-flash-preview,terminus-2,0.728,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-multilingual,swe_bench_multilingual,SWE-Bench-Multilingual,gemini-3-flash-preview,gemini-cli,0.76,,,,,,Percentage Resolved,2026-02-20,https://www.swebench.com/multilingual-leaderboard.html,no_model_match,direct,identity,True,metric_name_match,"Use percentage resolved, already stored as a 0-1 rate in JSON."
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5.4,terminus-2,0.674,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5.4,codex,0.704,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5-mini,terminus-2,0.31,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5-mini,codex,0.458,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5-nano,terminus-2,0.158,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gpt-5-nano,codex,0.112,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-haiku-4-5-20251001,terminus-2,0.62,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-haiku-4-5-20251001,claude-code,0.586,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-sonnet-4-6,terminus-2,0.726,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-sonnet-4-6,claude-code,0.698,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-opus-4-6,terminus-2,0.754,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,claude-opus-4-6,claude-code,0.732,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gemini-3.1-pro-preview,terminus-2,0.772,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gemini-3.1-pro-preview,gemini-cli,0.762,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gemini-3-flash-preview,terminus-2,0.694,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebench-verified,swe_bench_verified,SWE-bench-verified,gemini-3-flash-preview,gemini-cli,0.73,,,,,,% Resolved,2026-04-19,https://www.anthropic.com/claude-mythos-preview-system-card,no_model_match,direct,identity,True,manual_review,Legacy top-level score rows are SWE-bench Verified percent-resolved values stored as 0-1 rates.
swebenchpro,swe_bench_pro,SWE-Bench Pro,gpt-5.4,terminus-2,0.36,0.591,-0.23099999999999998,gpt-5.4,mini-swe-agent,Pass@1 resolve rate,Pass@1 resolve rate,2026-04,https://labs.scale.com/leaderboard/swe_bench_pro_public,matched_model_agent_mismatch,direct,identity,True,parity_experiment,"Use pass@1 resolve rate, not stderr."
swebenchpro,swe_bench_pro,SWE-Bench Pro,gpt-5.4,codex,0.538,0.591,-0.052999999999999936,gpt-5.4,mini-swe-agent,Pass@1 resolve rate,Pass@1 resolve rate,2026-04,https://labs.scale.com/leaderboard/swe_bench_pro_public,matched_model_agent_mismatch,direct,identity,True,parity_experiment,"Use pass@1 resolve rate, not stderr."
swebenchpro,swe_bench_pro,SWE-Bench Pro,gpt-5-mini,terminus-2,0.098,,,,,,Pass@1 resolve rate,2026-04,https://labs.scale.com/leaderboard/swe_bench_pro_public,no_model_match,direct,identity,True,parity_experiment,"Use pass@1 resolve rate, not stderr."
swebenchpro,swe_bench_pro,SWE-Bench Pro,gpt-5-mini,codex,0.396,,,,,,Pass@1 resolve rate,2026-04,https://labs.scale.com/leaderboard/swe_bench_pro_public,no_model_match,direct,identity,True,parity_experiment,"Use pass@1 resolve rate, not stderr."
